pixel_iou,pixel_dice,pixel_accuracy,pixel_precision,pixel_recall,region_iou,region_dice,region_precision,region_recall,region_success_accuracy
0.0,0.0,0.9248170852661133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9042701721191406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9194974899291992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9209175109863281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9135217666625977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7674137065580063,0.8684030272148621,0.9849758148193359,0.9794610891275674,0.7799651881639758,0.7674137065580063,0.8684030272148621,0.9794610891275674,0.7799651881639758,1.0
0.0,0.0,0.9241876602172852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9239883422851562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9294137954711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9330501556396484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9295530319213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9777126312255859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.978062629699707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9393424987792969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9645719528198242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9769430160522461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9719171524047852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9659700393676758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9536914825439453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9533805847167969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9348869323730469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9752922058105469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9578275680541992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9879007339477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9800510406494141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9905452728271484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9872646331787109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9774169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9891023635864258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9901704788208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9802131652832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9879903793334961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9895973205566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9871730804443359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9910259246826172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9890985488891602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9839181900024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9888153076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9787960052490234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9841270446777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.991450309753418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9865446090698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
