avg_pixel_iou,avg_pixel_dice,avg_pixel_accuracy,avg_pixel_precision,avg_pixel_recall,avg_region_iou,avg_region_dice,avg_region_precision,avg_region_recall,avg_region_success_accuracy,box_detection_precision,box_detection_recall,box_detection_f1,mask_detection_precision,mask_detection_recall,mask_detection_f1
0.016777819322656675,0.01874189970296277,0.9917651727196463,0.019586154958232967,0.018308725453622776,0.016777819322656675,0.01874189970296277,0.019586154958232967,0.018308725453622776,0.020590142671854734,0.812675783144215,0.5531935963030203,0.6582870161242808,0.598196101251091,0.4071959069153326,0.48455329261346897
